整合編號,食品分類,樣品名稱,內容物描述,俗名,廢棄率(%),熱量(kcal),修正熱量(kcal),水分(g),粗蛋白(g),粗脂肪(g),飽和脂肪(g),灰分(g),總碳水化合物(g),膳食纖維(g),糖質總量(g),葡萄糖(g),果糖(g),半乳糖(g),麥芽糖(g),蔗糖(g),乳糖(g),鈉(mg),鉀(mg),鈣(mg),鎂(mg),鐵(mg),鋅(mg),磷(mg),銅(mg),錳(mg),維生素A總量(IU),視網醇當量(RE)(ug),視網醇(ug),α-胡蘿蔔素(ug),β-胡蘿蔔素(ug),維生素D總量(IU),維生素D總量(ug),維生素D2(ug),維生素D3(ug),維生素E總量(mg),α-維生素E當量(α-TE)(mg),α-生育酚(mg),β-生育酚(mg),γ-生育酚(mg),δ-生育酚(mg),維生素K1(ug),維生素K2 (MK-4)(ug),維生素K2 (MK-7)(ug),維生素B1(mg),維生素B2(mg),菸鹼素(mg),維生素B6(mg),維生素B12(ug),葉酸(ug),維生素C(mg),脂肪酸S總量(mg),酪酸(4:0)(mg),己酸(6:0)(mg),辛酸(8:0)(mg),癸酸(10:0)(mg),月桂酸(12:0)(mg),十三酸(13:0)(mg),肉豆蔻酸(14:0)(mg),十五酸(15:0)(mg),棕櫚酸(16:0)(mg),十七酸(17:0)(mg),硬脂酸(18:0)(mg),十九酸(19:0)(mg),花生酸(20:0)(mg),山酸(22:0)(mg),廿四酸(24:0)(mg),脂肪酸M總量(mg),肉豆蔻烯酸(14:1)(mg),棕櫚烯酸(16:1)(mg),油酸(18:1)(mg),鱈烯酸(20:1)(mg),芥子酸(22:1)(mg),脂肪酸P總量(mg),亞麻油酸(18:2)(mg),次亞麻油酸(18:3)(mg),十八碳四烯酸(18:4)(mg),花生油酸(20:4)(mg),廿碳五烯酸(20:5)(mg),廿二碳五烯酸(22:5)(mg),廿二碳六烯酸(22:6)(mg),其他脂肪酸(mg),P/M/S,反式脂肪(mg),水解胺基酸總量(mg),天門冬胺酸(Asp)(mg),酥胺酸(Thr)(mg),絲胺酸(Ser)(mg),麩胺酸(Glu)(mg),脯胺酸(Pro)(mg),甘胺酸(Gly)(mg),丙胺酸(Ala)(mg),胱胺酸(Cys)(mg),纈胺酸(Val)(mg),甲硫胺酸(Met)(mg),異白胺酸(Ile)(mg),白胺酸(Leu)(mg),酪胺酸(Tyr)(mg),苯丙胺酸(Phe)(mg),離胺酸(Lys)(mg),組胺酸(His)(mg),精胺酸(Arg)(mg),色胺酸(Trp)(mg),膽固醇(mg),酒精含量(g)
D2800101,水果類,水蜜桃,"樣品狀態:水蜜桃(white peach #4401); 前處理描述:去籽,混合均勻打碎","毛桃,白桃",6.4,39.7262,37.5889,88.5953,0.906,0.1389,0.0,0.4933,9.8665,1.3358,6.0491,0.2737,0.4193,,0.0,5.3561,0.0,3.4017,186.5992,5.4695,9.0232,0.1775,0.3701,22.4501,,,244.4347,24.4493,,0.0,146.6667,,,,,1.2035,0.7302,0.6715,0.032,0.395,0.105,,,,0.0107,0.0277,0.7707,0.0313,,,6.6067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
D2800102,水果類,甜蜜桃,"樣品狀態:水蜜桃; 前處理描述:去籽,混合均勻打碎","毛桃,白桃",11.7,39.145,35.9707,88.908,0.907,0.1876,0.0978,0.4065,9.5909,1.9839,6.675,0.87,0.891,,0.0,4.914,0.0,0.426,223.938,5.419,7.761,0.273,0.233,20.232,0.0005,,17.331,1.7335,,,10.399,,,,,0.74,0.7265,0.725,0.0,0.015,0.0,,,,0.011,0.0387,0.1618,0.03,,5.68,6.607,97.839028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.027328,0.0,16.700151999999996,0.0,5.607364,5.5041839999999995,0.0,20.056316000000002,0.0,0.0,20.056316000000002,0.0,0.0,69.70465599999999,50.61260399999999,19.092052,0.0,0.0,0.0,0.0,0.0,0.0,3.48/1.00/4.88,,,,,,,,,,,,,,,,,,,,,,
D28002,水果類,脆桃平均值,"前處理描述:去籽,混合均勻打碎","桃子,甜桃",22.7,44.3199,40.2925,87.3228,0.9194,0.1426,0.0499,0.4938,11.1215,2.5171,5.8215,1.1032,1.5185,,0.0,3.1998,0.0,2.1418,217.159,6.6649,8.8024,0.3606,0.3159,20.4264,,,108.329,10.8355,,0.0,65.0,,,,,0.8498,0.8292,0.8248,0.005,0.0183,0.0017,,,,0.0133,0.0249,0.5391,0.0433,,,6.1456,49.858664,0.0,0.067022,0.16826799999999997,0.188232,0.603198,0.034224000000000004,0.838488,0.493396,34.59476,0.65596,6.464058,0.08413399999999999,3.0288240000000006,1.495874,1.1422260000000002,9.209108,0.14117400000000002,0.222456,8.410548,0.13832200000000003,0.29660800000000004,77.985088,14.372654,63.61243399999999,0.0,0.0,0.0,0.0,0.0,5.547140000000001,8.47/1.00/5.41,,,,,,,,,,,,,,,,,,,,,,
D2800201,水果類,白油桃,"樣品狀態:脆桃; 前處理描述:去籽,混合均勻打碎","桃子,脆桃,甜桃",36.9,36.7819,32.5677,89.62,0.635,0.125,,0.2861,9.3339,2.6339,,,,,,,,0.684,181.884,4.8516,7.2838,0.3097,0.1672,19.7848,,,0.0,0.0,,0.0,0.0,,,,,0.32,0.284,0.28,0.0,0.04,0.0,,,,0.027,0.015,0.384,0.086,,,2.677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D2800202,水果類,玫瑰桃,"樣品狀態:脆桃; 前處理描述:去籽,混合均勻打碎","桃子,脆桃,甜桃",,50.949,48.229,85.3,1.2,0.1,,0.6,12.8,1.7,,,,,,,,7.0,200.0,7.0,10.0,0.2,0.1,21.0,,,433.316,43.342,,0.0,260.0,,,,,,,,,,,,,,0.0,0.03,0.8,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D2800203,水果類,福壽桃,"樣品狀態:脆桃; 前處理描述:去籽,混合均勻打碎","桃子,脆桃,甜桃",32.1,47.2326,42.3456,86.447,0.888,0.1682,,0.5965,11.9003,3.0544,6.4196,1.3623,1.9002,,0.0,3.1571,0.0,0.483,237.845,9.139,9.871,0.31,0.463,18.222,,,0.0,0.0,,,0.0,,,,,1.079,1.079,1.079,0.0,0.0,0.0,,,,0.013,0.0294,0.8633,0.021,,,8.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D2800204,水果類,鶯哥桃,"樣品狀態:脆桃; 前處理描述:去籽,混合均勻打碎","桃子,脆桃,甜桃",10.8,42.316,38.0279,87.924,0.9545,0.1772,0.062,0.4927,10.4516,2.6801,5.2233,0.8441,1.1368,,0.0,3.2424,0.0,0.4002,248.9071,5.6688,8.0547,0.6228,0.5332,22.6989,,,0.0,0.0,,,0.0,,,,,1.1505,1.1247,1.1155,0.015,0.015,0.005,,,,0.013,0.0251,0.1089,0.023,,,7.4425,61.95620799999999,0.0,0.083284,0.20909599999999998,0.23390400000000003,0.749556,0.042528,1.041936,0.613112,42.98872,0.8151200000000001,8.032476,0.10454799999999999,3.763728,1.858828,1.419372,11.443576,0.17542800000000003,0.276432,10.451255999999999,0.171884,0.36857599999999996,96.90713600000001,17.859988,79.04714799999999,0.0,0.0,0.0,0.0,0.0,6.89308,8.47/1.00/5.41,,,,,,,,,,,,,,,,,,,,,,
D2800301,水果類,蟠桃,"前處理描述:去籽,混合均勻打碎",餅桃,26.1,45.2668,42.5778,87.267,0.854,0.2189,0.06,0.392,11.2681,1.6806,8.638,1.0118,1.2967,,0.0,6.3295,0.0,0.0,184.784,13.247,9.447,0.335,0.398,23.244,,,0.0,0.0,,,0.0,,,,,0.795,0.7815,0.772,0.018,0.005,0.0,,,,0.013,0.0352,0.6495,0.029,,,6.803,59.95452100000001,0.0,0.0,0.0,0.0,3.570259,0.0,4.213825000000001,0.0,35.744181000000005,0.0,16.426256,0.0,0.0,0.0,0.0,58.888478000000006,0.0,0.0,58.888478000000006,0.0,0.0,100.05481200000001,78.00720400000002,22.047608,0.0,0.0,0.0,0.0,0.0,0.0,1.70/1.00/1.02,,,,,,,,,,,,,,,,,,,,,,
D2900101,水果類,青梅(胭脂梅),"前處理描述:去蒂及籽,混合均勻打碎",梅子,22.5,34.6328,31.4681,90.043,0.514,0.1458,0.0396,0.4957,8.8015,1.9779,0.75,0.528,0.222,,0.0,0.0,0.0,0.801,244.971,8.211,7.913,0.218,0.103,13.516,,,288.8168,28.8886,,,173.297,,,,,1.913,1.0753,0.98,0.017,0.848,0.068,,,,0.027,0.0291,0.5195,0.089,,,4.92,39.64447800000001,0.0,0.0,0.0,0.0,1.2334680000000002,1.452168,0.45198000000000005,0.7319160000000001,25.360452,0.416988,6.305850000000001,0.0,1.6796159999999998,0.9987300000000002,1.0133100000000002,12.785202000000002,0.0,0.0,12.785202000000002,0.0,0.0,58.690332000000005,42.67566000000001,16.014672,0.0,0.0,0.0,0.0,0.0,34.67998800000001,4.59/1.00/3.10,,,,,,,,,,,,,,,,,,,,,,
D30001,水果類,西洋梨平均值,"前處理描述:去皮及核,混合均勻打碎","梨子,水梨,山褵,快果,果宗",29.9,52.7872,49.3989,85.2623,0.2543,0.1587,0.0768,0.2679,14.0568,2.1177,11.264,4.181,6.378,,0.0,0.705,0.0,0.4537,112.1105,9.3576,6.1786,0.1651,0.1363,10.8451,0.1045,,9.3485,0.935,,1.0,5.1093,,,,,0.1255,0.1136,0.1103,0.0048,0.007,0.0033,,,,0.012,0.0185,0.1703,0.024,,4.432,4.5898,76.81238700000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.337103,0.0,14.508353999999999,0.0,0.0,6.96693,0.0,41.81427600000001,0.0,0.0,20.815092,0.0,20.999184,40.073337,34.498206,5.575131,0.0,0.0,0.0,0.0,0.0,0.0,1.00/1.04/1.92,,,,,,,,,,,,,,,,,,,,,,
D3000101,水果類,西洋梨(青皮),"前處理描述:去皮及核,混合均勻打碎","梨子,水梨,山褵,快果,果宗",31.5,61.8717,57.6565,82.75,0.2755,0.1915,,0.2988,16.4842,2.6345,,,,,,,,0.1565,118.928,8.2551,6.6123,0.05,0.1346,12.6886,,,26.6656,2.6671,,2.0,15.0,,,,,0.2,0.2,0.2,0.0,0.0,0.0,,,,0.0065,0.018,0.267,0.0,,,6.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3000102,水果類,西洋梨(紅皮),"前處理描述:去皮及核,混合均勻打碎","梨子,水梨,山褵,快果,果宗",25.6,52.8339,49.9017,85.308,0.2815,0.2106,0.1019,0.2762,13.9237,1.8326,11.264,4.181,6.378,,0.0,0.705,0.0,0.8611,121.6332,8.3709,5.0801,0.1374,0.0711,10.7361,0.1045,,0.5466,0.0547,,0.0,0.328,,,,,0.0965,0.0934,0.091,0.0045,0.001,0.0,,,,0.0105,0.0175,0.0,0.028,,4.432,4.6605,101.932506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.434114,0.0,19.253052,0.0,0.0,9.245339999999999,0.0,55.488888,0.0,0.0,27.622296000000002,0.0,27.866592,53.178606,45.78022800000001,7.398378,0.0,0.0,0.0,0.0,0.0,0.0,1.00/1.04/1.92,,,,,,,,,,,,,,,,,,,,,,
D3000103,水果類,西洋梨(黃皮),"前處理描述:去皮及核,混合均勻打碎","梨子,水梨,山褵,快果,果宗",35.4,43.6562,40.6386,87.729,0.206,0.074,,0.2286,11.7624,1.886,,,,,,,,0.3435,95.7702,11.4467,6.8434,0.3078,0.2033,9.1107,,,0.0,0.0,,,0.0,,,,,0.08,0.0473,0.04,0.01,0.02,0.01,,,,0.019,0.02,0.244,0.044,,,2.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3000201,水果類,幸水梨,"前處理描述:去皮及核,混合均勻打碎","梨子,水梨,山褵,快果,果宗",25.1,34.1309,32.2712,90.409,0.403,0.039,,0.135,9.014,1.1623,6.7709,1.6941,5.0768,,0.0,0.0,0.0,0.446,107.072,4.957,5.897,0.0,0.0,9.187,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.028,0.0245,0.0305,0.012,,,2.851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3000202,水果類,大雪梨,"前處理描述:去皮及核,混合均勻打碎","梨子,水梨,山褵,快果,果宗",16.6,41.9846,40.1456,88.1017,0.3367,0.1109,0.0443,0.3604,11.0903,1.1494,7.2386,1.858,4.6917,,0.17,0.5189,0.0,0.4106,147.2721,2.5885,5.9944,0.2116,0.1294,12.9584,0.1291,,0.0,0.0,,,0.0,,,,,0.1557,0.1384,0.121,0.0347,0.0,0.0,,,,0.0253,0.0131,0.4068,0.034,,2.974,4.689,44.295677999999995,0.0,0.0,0.0,0.0,2.256815,0.0,3.139579,0.0,25.562450000000002,0.0,12.706922,0.0,0.6299119999999999,0.0,0.0,48.244826999999994,0.0,1.5470549999999998,46.697772,0.0,0.0,18.359495,18.048975,0.3105200000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.00/2.63/2.41,,,,,,,,,,,,,,,,,,,,,,
D3000203,水果類,新世紀梨,"前處理描述:去皮及核,混合均勻打碎","梨子,水梨,山褵,快果,果宗",23.6,41.5951,38.7327,88.3449,0.368,0.2115,,0.3566,10.719,1.789,,,,,,,,6.0671,114.9448,2.9076,4.7494,0.1,0.1532,10.5547,,,0.0,0.0,,0.0,0.0,,,,,0.237,0.1955,0.16,0.07,0.004,0.003,,,,0.018,0.0225,0.3125,0.006,,,4.1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3000204,水果類,新興梨,"前處理描述:去皮及核,混合均勻打碎","梨子,水梨,山褵,快果,果宗",25.6,44.063,41.8165,87.463,0.24,0.057,,0.3568,11.8832,1.4041,,,,,,,,0.3705,144.7474,1.929,5.9661,0.0335,0.3867,13.1066,,,0.0,0.0,,,0.0,,,,,0.02,0.015,0.01,0.01,0.0,0.0,,,,0.027,0.021,0.176,0.0758,,,2.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3000205,水果類,橫山梨,"前處理描述:去皮及核,混合均勻打碎","梨子,水梨,山褵,快果,果宗(三灣冬梨,粗梨)",17.4,46.5972,43.6092,86.827,0.4055,0.0825,,0.3116,12.3734,1.8675,,,,,,,,4.7379,131.4929,1.9601,5.6044,0.0692,0.2678,11.4655,,,0.0,0.0,,0.0,0.0,,,,,0.2,0.0735,0.05,0.03,0.07,0.05,,,,0.0215,0.058,0.1705,0.0514,,,3.1453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3000206,水果類,豐水梨,"前處理描述:去皮及核,混合均勻打碎","梨子,水梨,山褵,快果,果宗",26.7,36.129,34.585,89.6673,0.5257,0.0673,0.0218,0.351,9.3887,0.965,6.8505,1.7615,4.5651,,0.0,0.5239,0.0,0.3245,156.9402,1.6714,6.2926,0.1297,0.2283,15.4073,0.0112,,0.0,0.0,,,0.0,,,,,0.1327,0.1095,0.0923,0.033,0.0067,0.0007,,,,0.0377,0.0238,0.1958,0.0093,,6.604,4.55,21.8102475,0.0,0.0,0.0,0.0,0.980561,0.0,1.7757105000000002,0.0,14.6320295,0.0,4.421946499999999,0.0,0.0,0.0,0.0,23.285126999999996,0.0,0.0,22.398113000000002,0.887014,0.0,22.2046255,20.270087000000004,1.9345385,0.0,0.0,0.0,0.0,0.0,0.0,1.02/1.07/1.00,,,,,,,,,,,,,,,,,,,,,,
D3000301,水果類,將軍蜜梨,"樣品狀態:高接梨; 前處理描述:去皮及核,混合均勻打碎","梨子,水梨,山褵,快果,果宗(三星上將梨)",25.7,49.8356,48.3491,86.0137,0.366,0.081,,0.226,13.3133,0.9291,,,,,,,,0.4764,113.8179,11.5463,6.6406,0.6688,0.3949,9.2973,,,0.0,0.0,,,0.0,,,,,0.1,0.0526,0.04,0.02,0.02,0.02,,,,0.035,0.02,0.473,0.04,,2.7,1.941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3000302,水果類,梨山蜜梨,"樣品狀態:高接梨; 前處理描述:去皮及核,混合均勻打碎","梨子,水梨,山褵,快果,果宗",21.6,47.0467,44.4947,86.6149,0.289,0.0455,0.0261,0.3576,12.693,1.595,8.203,1.834,5.223,0.0,0.0,1.146,0.0,0.2036,122.862,1.3509,4.1415,0.0,0.1244,12.2894,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.026,0.032,0.483,0.0,,,2.933,26.06422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4094395,0.0,6.2052445,0.0,0.0,4.449535999999999,0.0,5.335193499999999,0.0,0.0,0.0,0.0,5.335193499999999,11.6409475,11.6409475,0.0,0.0,0.0,0.0,0.0,0.0,2.4595935,2.18/1.00/4.89,0.0,,,,,,,,,,,,,,,,,,,,,
D31001,水果類,蜜棗平均值(大),"樣品狀態:大印度棗; 前處理描述:去蒂及籽,混合均勻打碎","棗子,棗仔",8.4,43.2663,40.6272,87.7052,1.0548,0.1465,0.0497,0.4002,10.6935,1.6495,7.2985,3.633,3.6655,,0.0,0.0,0.0,2.1994,191.0695,7.1055,5.3817,0.2756,0.1925,16.6377,,,80.0199,8.0029,,20.0,38.0139,,,,,0.1307,0.1165,0.112,0.0067,0.012,0.0,,,,0.0245,0.0285,1.1528,0.0386,,6.6455,36.4745,49.687672500000005,0.0,0.0,0.3010575,1.1983699999999997,1.5550975,0.0,0.9573775,0.0,35.556282499999995,0.10547999999999999,7.98132,0.0,0.3625875,0.2307375,1.4393624999999999,68.3576325,0.0,9.814767499999999,57.792052500000004,0.5977199999999999,0.15309249999999996,28.4539625,17.5441075,10.909855,0.0,0.0,0.0,0.0,0.0,0.0,1.00/2.40/1.75,,583.345,227.684,18.493,23.189,64.657,18.622,18.961,23.569,12.756,23.234,3.914,19.87,28.878,9.536,23.774,26.43,11.293,22.223,6.262,,
D3100101,水果類,蜜棗(長形),"樣品狀態:大印度棗; 前處理描述:去蒂及籽,混合均勻打碎","棗子,棗仔",11.4,42.8209,40.1389,87.846,1.1605,0.17,,0.4072,10.4163,1.6762,,,,,,,,3.6653,208.411,6.4741,5.8702,0.2015,0.1608,17.9926,,,68.4939,6.85,,20.0,31.098,,,,,0.08,0.066,0.06,0.01,0.01,0.0,,,,0.024,0.025,1.8325,0.0345,,,35.758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3100102,水果類,蜜棗(圓形),"樣品狀態:大印度棗; 前處理描述:去蒂及籽,混合均勻打碎","棗子,棗仔(蜜絲棗)",7.4,43.7118,41.1155,87.5643,0.949,0.1229,0.0417,0.3931,10.9707,1.6227,7.2985,3.633,3.6655,,0.0,0.0,0.0,0.7335,173.7279,7.7368,4.8931,0.3496,0.2242,15.2828,,,74.8798,7.4898,,,44.9297,,,,,0.1813,0.1671,0.164,0.0033,0.014,0.0,,,,0.025,0.032,0.4731,0.0427,,6.6455,37.191,41.683378499999996,0.0,0.0,0.2525595,1.0053219999999998,1.3045835,0.0,0.8031514999999998,0.0,29.828444499999996,0.08848799999999998,6.695592,0.0,0.3041775,0.1935675,1.2074925,57.34575449999999,0.0,8.233685499999998,48.4822065,0.5014319999999999,0.12843049999999998,23.8702525,14.7178895,9.152363,0.0,0.0,0.0,0.0,0.0,0.0,1.00/2.40/1.75,,583.345,227.684,18.493,23.189,64.657,18.622,18.961,23.569,12.756,23.234,3.914,19.87,28.878,9.536,23.774,26.43,11.293,22.223,6.262,,
D3100201,水果類,珍珠蜜棗,"樣品狀態:小印度棗; 前處理描述:去蒂及籽,混合均勻打碎","棗子,棗仔",8.0,45.8929,42.3057,86.654,1.112,0.0125,0.007,0.5404,11.6811,2.242,10.432,5.198,5.234,0.0,0.0,0.0,0.0,0.7215,248.0137,8.0743,6.7895,0.4373,0.2588,15.5493,,,70.8788,7.0896,,,42.529,0.0,0.0,0.0,0.0,0.2,0.177,0.17,0.01,0.02,0.0,8.65,0.0,0.0,0.028,0.036,0.434,0.047,,,25.812,6.984662500000001,0.0,0.0,0.0,0.0,0.0,0.0,0.216025,0.0,5.231925000000001,0.0,0.588975,0.0,0.46136250000000006,0.486375,0.0,1.13985,0.0,0.0,1.13985,0.0,0.0,4.3755,3.51985,0.85565,0.0,0.0,0.0,0.0,0.0,0.0,3.84/1.00/6.13,0.0,,,,,,,,,,,,,,,,,,,,,
D3100301,水果類,國產紅棗,"樣品狀態:紅棗,綠皮帶紅; 前處理描述:去蒂及籽,混合均勻打碎",紅棗,13.4,87.3003,81.0158,75.118,0.908,0.1305,0.0827,0.7443,23.0992,3.9278,16.139,5.106,4.852,0.0,0.0,6.181,0.0,1.2248,323.7596,30.1492,16.1956,0.2576,0.7117,33.3959,,,3.3915,0.3392,,,2.035,0.0,0.0,0.0,0.0,0.14,0.121,0.11,0.02,0.01,0.0,11.373,0.0,0.0,0.107,0.1,0.888,0.2527,,,92.65,82.721601,0.0,0.0,0.0,0.0,9.481999499999999,0.0,6.416424,0.0,41.9775435,0.0,9.2029905,0.0,5.559039,10.083604500000002,0.0,37.697404500000005,0.0,0.0,37.697404500000005,0.0,0.0,10.080994500000001,10.080994500000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00/3.74/8.21,0.0,,,,,,,,,,,,,,,,,,,,,
D3100401,水果類,紅棗(乾),"樣品狀態:乾貨; 前處理描述:去籽,混合均勻打碎","大棗,棗仔",13.0,227.4004,215.1596,35.78,3.173,0.3,,1.2392,59.5078,7.6505,,,,,,,,9.65,596.74,49.7,34.66,1.74,0.41,70.38,,,0.0,0.0,,0.0,0.0,,,,,0.25,0.25,0.25,0.0,0.0,0.0,,,,0.092,0.12,1.95,0.1195,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2458.6163,536.33,0.0,66.25,180.2,1147.24,104.38,0.0,30.1563,59.71,5.56,42.76,68.27,24.33,55.61,68.74,24.52,44.56,0.0,,
D3100402,水果類,黑棗(乾),"樣品狀態:乾貨; 前處理描述:去蒂及籽,混合均勻打碎","大棗,棗仔",15.0,230.0813,212.7789,34.83,2.71,0.19,,1.3296,60.9404,10.814,,,,,,,,2.89,599.75,66.51,33.92,2.37,0.38,53.3,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.063,0.15,1.56,0.1509,,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2298.4974,444.93,0.0,69.74,186.84,981.94,58.66,58.46,19.8974,61.87,7.82,48.56,82.87,26.45,52.97,76.65,31.11,89.73,0.0,,
D32001,水果類,蘋果平均值(青皮),"樣品狀態:青皮; 前處理描述:去皮及核,混合均勻打碎","柰,林檎",18.0,49.9685,47.1655,86.162,0.2979,0.2191,0.1138,0.2283,13.0928,1.7519,10.663,2.8475,6.1695,0.0,0.0,1.646,0.0,1.6259,104.8364,2.6036,3.1162,0.1799,0.1077,9.887,0.0173,0.1027,43.2341,4.3244,,0.0,25.9415,0.0,0.0,0.0,,0.1268,0.1161,0.1118,0.0075,0.005,0.0025,0.0,0.0,0.0,0.051,0.0136,0.0906,0.0414,,3.265,2.3712,113.7729334,0.0,0.0,0.0,2.10336,2.0704949999999998,0.0,2.21291,0.0,79.8288659,0.0,27.5575216,0.0,0.0,0.0,0.0,38.868339999999996,0.0,1.4570150000000002,37.411325,0.0,0.0,66.45894569999999,62.8876157,3.5713299999999997,0.0,0.0,0.0,0.0,0.0,0.0,1.71/1.00/2.93,0.0,272.91,151.76,8.1,11.35,21.41,4.01,8.09,9.13,3.57,8.2,1.65,6.49,10.05,4.6,5.5,9.68,3.29,6.03,0.0,,
D3200101,水果類,青龍蘋果,"樣品狀態:青皮; 前處理描述:去皮及核,混合均勻打碎","柰,林檎,青蘋果",9.2,53.8282,51.0181,85.18,0.265,0.29,0.1936,0.2343,14.0307,1.7563,11.679,2.895,6.764,0.0,0.0,2.02,0.0,0.62,108.11,1.96,3.22,0.17,0.03,11.13,0.0173,0.1027,32.3104,3.2318,,,19.387,0.0,0.0,0.0,,0.159,0.159,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.013,0.0339,0.05,,3.265,1.39,193.61791999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.25012999999998,0.0,39.36779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.38237,96.38237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,272.91,151.76,8.1,11.35,21.41,4.01,8.09,9.13,3.57,8.2,1.65,6.49,10.05,4.6,5.5,9.68,3.29,6.03,0.0,,
D3200102,水果類,翠玉青蘋果,"樣品狀態:青皮; 前處理描述:去皮及核,混合均勻打碎","柰,林檎,青蘋果(翡翠,青玉,史蜜斯)",21.0,46.1089,43.3129,87.144,0.3307,0.1482,0.055,0.2223,12.1548,1.7475,9.647,2.8,5.575,,0.0,1.272,0.0,2.6318,101.5627,3.2471,3.0124,0.1898,0.1854,8.6439,,,54.1578,5.4171,,0.0,32.496,,,,,0.0945,0.0732,0.0645,0.015,0.01,0.005,,,,0.087,0.0142,0.1472,0.0327,,,3.3523,54.967380000000006,0.0,0.0,0.0,2.8454399999999995,2.8009799999999996,0.0,2.99364,0.0,29.16576,0.0,17.161559999999998,0.0,0.0,0.0,0.0,52.58136,0.0,1.9710600000000003,50.610299999999995,0.0,0.0,40.65126,35.81994,4.831319999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.00/1.29/1.35,,,,,,,,,,,,,,,,,,,,,,
D3200201,水果類,翠玉青蘋果(帶皮),"樣品狀態:青皮; 前處理描述:帶皮去核,混合均勻打碎","柰,林檎,青蘋果(翡翠,青玉,史蜜斯)",6.6,53.7499,50.0197,85.05,0.371,0.2285,0.0575,0.2975,14.053,2.3314,10.135,3.198,5.482,,0.0,1.455,0.0,5.057,136.385,5.166,5.704,0.169,0.043,12.175,,,98.4677,9.8491,,,59.083,,,,,0.127,0.127,0.127,0.0,0.0,0.0,,,,0.03,0.0142,0.0958,0.032,,,2.355,57.467749999999995,0.0,0.0,0.0,2.7877,2.3535500000000003,1.8737000000000001,0.0,0.0,27.12295,1.1653499999999999,18.89695,0.0,3.26755,0.0,0.0,55.205600000000004,0.0,0.0,55.205600000000004,0.0,0.0,77.4615,66.05935000000001,11.40215,0.0,0.0,0.0,0.0,0.0,38.36515,1.40/1.00/1.04,,,,,,,,,,,,,,,,,,,,,,
D3200301,水果類,美國五爪蘋果,"樣品狀態:紅皮; 前處理描述:去皮及核,混合均勻打碎","柰,林檎,紅蘋果(元帥)",29.0,50.6902,48.0962,85.7565,0.1545,0.068,,0.2427,13.7783,1.6212,,,,,,,,2.2349,117.5696,2.6825,3.4606,0.3324,0.3885,10.4441,,,58.1427,5.8157,,0.0,34.887,,,,,0.19,0.19,0.19,0.0,0.0,0.0,,,,0.0114,0.0085,0.09,0.0185,,,1.6835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
